Num_of_Fixations,Mean_Fixation_Duration,Skew_Fixation_Duration,First_Fixation_Duration,Mean_Saccade_Duration,Skew_Saccade_Duration,Skew_Saccade_Amplitude,Mean_Saccade_Direction,SD_Saccade_Direction,Max_Saccade_Direction,Num_of_Blink,Mean_Blink_Duration,Skew_Blink_Duration,Num_of_Microsac,Mean_Microsac_Peak_Vel,SD_Microsac_Peak_Vel,Skew_Microsac_Peak_Vel,SD_Microsac_Ampl,Skew_Microsac_Ampl,Mean_Microsac_Dir,SD_Microsac_Dir,Max_Microsac_Dir,Mean_Microsac_H_Amp,Skew_Microsac_H_Amp,Max_Microsac_H_Amp,Mean_Microsac_V_Amp,SD_Microsac_V_Amp,Skew_Microsac_V_Amp,Max_Microsac_V_Amp,stres,Mean,SD,Number of Peaks
0.4125,1875.30303,1.511736612,1905,567.5625,2.393404146,3.203975775,-0.070959376,2.221112921,3.081725201,0.05,63.25,-0.013657401,1.275,142.3177379,67.04996425,1.249434115,38.75824213,5.430359586,2.529523423,122.1071834,179.6594397,0.322608312,1.168107632,284.5866505,0.149408475,9.218142129,-0.220589305,42.77878456,1,4.28802354,1.029059277,3.4e-05
0.506666667,1589.105263,2.213553767,421,393.2105263,1.647982502,1.88111043,-0.657049946,2.364853838,3.112592574,0.226666667,177.5882353,1.23849073,1.4,146.4580986,56.58435697,0.861242995,12.04502498,3.111949614,-18.93928681,125.1900398,178.876484,-1.814261836,-1.034147891,43.68579669,-0.431296685,3.892318836,-0.515917734,14.68629426,1,4.198029792,0.470800208,2.85e-05
0.311111111,3062.571429,1.721684405,4764,155.9636364,3.183112342,2.744512719,-0.276061118,2.000957869,3.132343262,0.066666667,151.3333333,-0.121962961,1.727777778,117.4443979,73.93820152,0.721241174,6.93498154,3.379108537,2.125443026,118.9303126,179.9148102,-0.120797207,-0.652153286,43.79497539,-0.247815414,3.957181232,-5.709036501,15.77429146,0,9.118960539,0.733035405,2.2e-05
0.336734694,2853.0,1.360973941,1984,110.7352941,4.474521041,4.217357076,0.412031251,2.211793967,3.129874648,0.030612245,231.6666667,-0.014624745,1.642857143,109.307916,80.74233823,0.654735708,7.539374908,3.934204372,12.150252,116.7486311,179.4571836,-0.205245317,1.650824891,67.32457601,0.002089146,1.018231935,-1.119692174,3.155950949,0,7.602410703,0.931679851,3.11e-05
0.32,3016.416667,2.634712339,1933,121.8695652,1.742750338,1.686468466,0.527467883,2.20938437,3.136690065,0.04,110.0,0.384791848,1.84,99.98654861,82.52552343,1.202257817,7.837490221,4.798143909,5.429670263,122.6188004,179.8240334,-0.101943559,2.828695603,71.60314999,-0.007350164,0.781327266,-0.101672901,2.314854771,0,8.898573821,0.802814534,2.74e-05
0.223140496,4375.222222,1.697970075,1130,104.3333333,2.884400023,2.545390799,-0.697847358,2.275700498,3.128438129,0.016528926,120.0,0.0,1.958677686,84.36273736,55.13887546,0.906407331,5.12427915,3.693623444,10.35252191,119.1790413,179.7593222,-0.151727239,-1.161088327,30.94478713,0.025338849,1.529544358,2.522857618,12.14884965,1,12.67025859,1.048078758,4.61e-05
0.244444444,4006.25,2.35014369,4195,86.88372093,5.191276457,3.289668913,-0.340938697,2.057715374,3.133258392,0.077777778,147.5714286,1.974680855,1.988888889,84.21964005,54.21655337,0.897199863,4.891012208,4.139358966,-2.262406605,116.7150281,179.9916046,-0.081859128,-1.875471423,21.61195159,-0.156240026,2.980954389,-5.097017482,14.64881942,0,9.473160296,2.529200814,3.31e-05
0.354651163,2610.327869,3.154719408,3305,212.1833333,2.720866824,3.08459574,-0.15076314,2.426689296,3.133772924,0.122093023,132.952381,1.609043479,1.63372093,111.6619546,66.24633268,0.892419193,13.93154964,6.30609341,-10.83423525,111.8605605,179.729667,0.187099374,-1.505925925,112.6765376,-0.349106562,3.919779639,-3.492048929,19.91773965,0,10.08543413,0.854045329,3.47e-05
0.408045977,2309.352113,1.416249951,6074,140.4225352,2.242975619,3.694301672,-0.226124032,2.244634758,3.140755621,0.074712644,183.9230769,1.525438474,2.034482759,116.1430236,66.41346163,1.053141936,11.5745581,6.274589667,7.740408039,116.5683127,179.9247882,0.407532265,1.896899707,122.5199388,-0.117083491,2.285519406,-4.285286765,13.26695194,0,9.307058101,0.2643272,3.2e-05
0.267241379,3691.032258,1.63259124,5454,76.13333333,4.560143906,0.173064843,-0.576224652,2.294196881,3.136421769,0.129310345,153.6,1.469790247,2.844827586,87.74864557,63.31522819,1.204380623,3.555012191,1.777857477,-4.243965451,110.0829756,179.8700206,0.006079321,-0.462996635,18.18618286,-0.103208212,1.198859412,-6.347016987,2.720828299,0,10.29186434,0.403977203,4.81e-05
0.218543046,4394.454545,1.590197929,12905,190.46875,0.806847368,2.754791115,-0.040200344,2.04934628,3.088216666,0.039735099,125.8333333,0.363774249,1.57615894,79.49787514,70.03561759,1.454254751,9.363586861,4.384043633,-4.337290003,116.2411292,179.9737187,0.349783788,3.245932773,64.8299601,-0.071444334,4.353995892,0.212075737,35.10096403,0,10.50323204,1.112679713,5.7e-05
0.279503106,3450.044444,1.850396907,766,149.0444444,2.916707481,4.086775255,0.516938802,1.878106387,3.139367615,0.254658385,182.7560976,1.786669818,1.347826087,117.9070746,65.34856938,0.703830829,14.80416746,7.320971617,0.628451289,115.7161824,179.7619089,1.431550194,5.607570343,146.0873594,-0.181897534,2.999344179,-1.720864384,20.64414138,0,9.480927407,0.719741861,1.59e-05
0.3375,2825.740741,1.614038724,1152,147.2692308,2.04304117,2.447618618,-0.821610356,2.02013335,3.079954723,0.025,133.5,0.0,2.35,101.4710788,63.55019189,1.375456868,5.397259706,4.910394421,-15.17628808,116.809739,179.9282619,0.080630036,1.489130053,48.23855029,-0.090250054,2.453198148,7.708237708,28.21310209,1,10.21584587,1.955147821,4.07e-05
0.293333333,3367.545455,1.051255361,4002,61.61904762,0.036878027,0.61374813,-0.173455142,2.040408993,3.08536614,0.08,218.3333333,0.150287927,1.666666667,99.39917743,66.1690468,1.01198229,21.06169498,10.25308402,-12.11906452,111.375515,178.8983118,-1.399834237,-9.561533001,29.28819227,-0.16074179,2.657338797,-2.651393794,14.38319528,1,9.115193009,0.799964801,2.85e-05
0.616666667,1061.207207,2.209989261,1905,554.2162162,1.739757816,2.013485984,0.021575103,1.975930561,3.140003978,0.066666667,77.91666667,1.663374224,1.083333333,162.5472491,70.81513546,0.931764702,12.761607,2.254407814,11.17661055,113.2000984,179.6234291,-0.928810761,-0.787727136,58.79063246,0.060443987,8.560197644,-1.857643087,33.80050544,0,2.400253074,0.047688168,3.3e-05
0.489795918,1780.270833,2.374038158,2736,268.3617021,2.786510856,2.842001676,0.164451664,2.33292954,3.141330201,0.102040816,80.7,0.567440704,1.336734694,115.5373621,62.65762656,0.272467018,7.070582191,3.081347241,-22.53152536,118.1176513,179.9654818,0.010753794,1.209437729,56.78261028,0.019949565,2.826096442,1.268942972,19.49380664,0,5.20994675,0.35893247,5.7e-05
0.4,2253.133333,1.579578609,1332,252.1333333,2.033601385,1.692638886,-0.718146399,2.07302419,3.111942126,0.146666667,114.6363636,1.740392561,1.226666667,110.4159956,67.99158049,0.94527693,9.662240064,4.00006257,-23.8625822,121.5257191,179.8161715,-0.96204288,-1.539080655,47.50520437,-0.030817648,2.388115873,0.174791198,10.249353,0,6.820880318,0.779170805,5.48e-05
0.388429752,2348.553191,3.271472766,1862,233.3478261,1.267316663,1.623765716,-0.900465899,1.96759739,3.109927485,0.157024793,103.8947368,0.334432822,1.636363636,89.35861015,45.64088877,0.794833572,10.50981127,4.677085157,-11.41367579,117.2776328,179.9998935,-0.385850677,-1.870904286,59.61309166,-0.017072653,3.198738814,-0.73125915,15.07713621,1,2.4079233,0.290573821,3.69e-05
0.494444444,1510.202247,2.582418781,2627,507.4269663,1.766452493,1.837305946,0.01306876,1.893924634,3.140497176,0.166666667,102.2,2.725037765,0.994444444,128.7088724,58.1888108,0.650907328,14.8808803,1.831467985,-2.341876519,116.4668555,179.9541715,-0.76467129,0.337584038,65.68067025,0.26713759,8.741754936,1.461208135,62.40804328,0,2.18389666,0.189965262,3.31e-05
0.558139535,1424.479167,1.747723315,1241,365.0416667,2.020033761,2.467343936,-0.288639843,2.158258041,3.140037566,0.284883721,83.67346939,1.073982196,0.912790698,117.3894994,60.9708427,0.789010937,12.30358564,4.85151435,-8.857134683,114.2524003,179.8682446,1.129301712,2.686907953,110.7178461,-0.262242296,5.10545229,-2.560472274,13.76552126,0,2.355090466,0.047768389,2.89e-05
0.511494253,1520.325843,3.969305673,1311,437.0681818,1.636767935,2.177338712,0.038964274,2.114771966,3.137224467,0.218390805,76.71052632,1.256703205,1.103448276,135.9505388,61.44309299,0.104050176,9.329850837,2.353122748,-8.482415311,118.7218549,179.8603163,-1.257981808,-0.837543371,41.39510118,-0.197492852,4.813017426,-0.630341868,21.57395059,0,3.318722894,0.168687805,3.78e-05
0.310344828,3044.083333,2.059864324,7472,199.8,2.331948947,3.249595474,-0.629453623,1.939496852,3.117931518,0.275862069,83.71875,0.927558327,1.689655172,76.60546044,47.95272099,1.300036106,22.79771786,11.04992589,-21.65455791,113.7108717,179.8283982,1.444496669,9.910168592,299.090107,-0.152001263,2.055807416,-1.970536436,9.190318015,0,2.726846389,0.127072276,2.62e-05
0.311258278,2870.914894,2.218266659,10529,350.0217391,1.94289891,2.007504417,-0.146792392,2.036949522,3.135514067,0.139072848,103.4761905,1.010312667,1.039735099,85.94472958,52.89619373,1.520940502,17.09606301,3.751451062,-6.999796015,115.8506663,179.2938898,0.400151646,2.183949269,129.9691081,0.05535766,10.95904383,0.617882775,51.53170784,0,7.548751533,1.330617563,6.37e-05
0.534161491,1247.872093,2.615518341,2165,639.9529412,1.839768433,1.600976741,-0.227065288,2.161272088,3.133933792,0.173913043,87.28571429,0.985534135,0.931677019,156.5168606,77.75789328,0.600874123,18.35212486,5.216102331,-6.183407892,120.8413705,179.8293485,0.761121747,2.080837584,134.0913065,-0.358609678,9.445999139,-8.095067237,26.97357421,0,1.88538928,0.014862743,2.85e-05
0.4625,1479.378378,2.030459656,1415,702.3611111,1.662154775,1.887980569,-0.164850979,1.97554379,3.09413116,0.15,147.5833333,1.848757577,0.9,137.6636598,52.7762909,0.593010027,26.16315641,4.982865809,7.30203654,109.6919233,176.8091179,-0.824163673,-4.280974005,66.77580236,-0.249726395,12.44010447,-3.415090075,40.66243745,1,2.285731323,0.106398976,4.07e-05
0.426666667,1989.90625,1.741497434,787,375.1612903,1.747440581,2.310728355,0.112999735,2.141327448,3.121351108,0.146666667,91.0,0.075554095,1.053333333,108.5023896,50.15862501,0.85233307,15.78311785,4.450627387,0.678084702,111.2911834,179.5252613,-1.357237144,-3.397302594,38.50767477,0.550817156,7.83536998,3.690413031,52.91889987,1,2.142145901,0.027386012,2.85e-05
0.594444444,1204.17757,2.941151577,1860,474.3738318,2.877902489,1.81058608,0.183086167,2.044758793,3.13535892,0.011111111,100.0,0.0,1.338888889,145.9089791,80.24075004,1.23372421,26.79918931,3.716944947,-0.816023658,118.2901804,179.9136849,0.984557263,-0.521129171,134.5857152,0.294016102,6.56928326,0.189390759,40.73322924,0,7.769102712,0.360799376,3.03e-05
0.355371901,2702.55814,3.779533064,434,113.5116279,3.418066002,2.280693875,-0.424888744,2.367031943,3.139941827,0.107438017,381.3076923,1.102043115,1.537190083,80.47013539,46.73997388,0.977025546,6.042588166,4.603479087,-13.50940067,115.3988841,179.7939144,-0.673527936,-2.424346364,24.43338213,0.009773518,0.956150604,2.020642137,6.720661982,1,10.08158571,1.128061344,3.69e-05
0.350993377,2452.037736,2.56424531,5696,404.5192308,1.110126672,1.150516368,-0.107792005,2.114857213,3.064519365,0.01986755,143.6666667,-0.216747037,1.099337748,101.2834831,76.32464131,1.31538049,23.41383067,2.745695337,-2.615724544,114.6525104,179.7709906,0.305602416,0.868230811,135.7338087,-0.319725878,13.07036794,-0.65473095,57.69363994,0,8.096884518,1.11995676,3.35e-05
0.472049689,1394.355263,1.711408522,1667,743.96,0.89790319,0.741473561,-0.486661875,2.124858509,3.139974716,0.01863354,82.0,-0.044323962,1.130434783,158.5579826,81.71325185,0.698196156,28.21575374,3.140294293,-15.87124308,121.585438,179.9543194,1.29575569,0.955791755,156.4684964,-0.688250359,7.621622828,-2.537617546,29.38531835,0,6.554662631,0.292920666,6.34e-06
0.35,2473.107143,4.063400154,1867,385.7857143,0.82362403,2.044846447,-0.016135802,2.100510201,3.116401961,0.125,551.5,2.250095004,1.525,97.54184106,76.79114454,2.235388773,30.08674875,4.502977053,-4.967028788,119.1189226,179.8379653,1.636510152,1.635815391,188.1911979,0.186209537,4.37208815,-0.468558071,21.45938167,1,8.458958027,0.539305693,3.4e-05
0.506666667,1631.368421,1.758262023,1481,344.7894737,2.904538142,2.809144152,-0.424804965,1.900154984,3.007595301,0.08,254.5,0.567934422,1.28,108.2521907,56.96607726,1.088196553,20.11103078,3.527721158,-31.64867687,108.7365767,179.5278276,-0.255455376,-1.566430284,75.71629179,-0.003094068,6.47985268,2.097714441,42.32826648,1,6.321233281,0.327262284,2.13e-05
0.3,3195.62963,4.19888171,3766,141.3773585,3.290908278,3.660326612,-0.84340536,2.093546644,3.135268707,0.088888889,174.875,2.756569277,1.272222222,89.01365133,62.0314221,0.921675429,13.31855242,5.114540072,-17.51323452,113.5780848,179.4360502,0.522612161,3.369811826,113.6558252,-0.226058853,6.786725275,-9.004972206,22.34638494,0,6.89773134,0.652281893,2.75e-06
0.234693878,4040.478261,1.964253499,20851,235.6363636,1.000064395,1.196618903,-0.711796449,2.493052956,3.140978319,0.051020408,118.6,0.865127306,1.153061224,134.5516428,82.26642103,0.62238439,8.989031594,2.779356853,-20.8524101,128.1752736,179.994329,-0.627154159,0.489992149,53.90965196,-0.009379712,1.092331364,1.489443499,6.186903643,0,8.030846587,0.601137885,2.07e-05
0.32,2819.083333,1.54217995,1338,324.3043478,1.107017223,1.862989915,0.131642034,2.19979819,3.135797591,0.106666667,120.5,1.325501481,0.88,122.5092428,84.30730126,1.282718522,21.06835722,3.362588647,-14.40219605,119.7875457,179.8939511,-0.533459685,0.748514716,114.9240496,-0.104962004,6.157190312,-1.897534683,23.53157474,0,7.740370543,0.251584168,2.06e-05
0.347107438,2544.857143,2.955570605,1563,347.9756098,2.172612186,2.839022985,-0.815805259,2.110899208,3.134528744,0.066115702,173.375,1.387999816,1.305785124,84.39309953,52.38153839,1.323939781,22.8148348,5.849447634,-12.08894973,114.5892132,179.8405483,2.090253506,3.107384486,205.3566288,0.155786686,4.145664091,0.401083222,21.73746103,1,7.337357583,0.804224372,3.69e-05
0.022222222,44860.25,-0.12297124,9774,214.6666667,0.35815844,0.380254714,0.970967139,1.778102852,3.023949849,1.133333333,304.6372549,5.725816478,0.266666667,92.35659684,48.67189253,0.815890508,7.933527588,4.429624448,-15.65378986,112.2834509,179.3848699,0.318165436,2.495247051,50.96863083,0.372922259,2.040257157,2.620585379,8.80422337,0,6.336071576,0.648648201,8.27e-06
0.052325581,18780.55556,0.623588276,26781,376.75,0.886260586,0.778842168,-1.761663606,2.271846065,3.002632362,0.029069767,92.6,0.440795036,0.255813953,114.658403,60.27116444,0.601510046,15.00322531,1.716271681,-22.84808005,135.5605684,179.0743282,-2.214138382,0.903302542,58.51513168,0.546596394,7.035426951,3.273806167,35.18678577,0,6.945498813,1.477989823,3.76e-05
0.045977011,21676.5,0.025862764,11445,99.0,0.752629465,0.780771332,-0.406362813,2.100410003,3.105561001,0.17816092,121.4516129,2.030771191,0.25862069,106.317153,51.8344664,0.689526485,4.079977883,1.426830958,-24.74129263,111.7895977,179.5899409,1.014925141,0.179276724,18.38140063,-0.02140834,1.814090501,-0.405308111,6.089340501,0,6.74019407,0.597937905,1.45e-05
0.051724138,19383.0,1.047051711,8012,63.6,0.968197281,-0.113456206,0.223981242,2.248571689,3.131982961,0.534482759,158.7741935,2.279578208,0.50862069,101.5898744,57.42136918,1.04512505,6.147007997,2.571109658,-4.738231265,103.8957995,178.8844631,1.795290328,0.744909869,32.23195466,0.045213036,2.92917586,1.39201899,13.62865447,0,7.290371073,0.75069782,1.31e-05
0.079470199,12416.66667,1.339509667,1511,198.6363636,0.646766575,0.60976973,0.138842353,1.947677124,3.048649616,0.880794702,416.6466165,5.803312847,0.410596026,150.3837266,81.26509431,0.382962723,5.43972107,1.747149426,11.68716232,114.2425359,179.1146559,1.423353337,0.454092421,29.05842906,1.423999485,4.173094716,2.865331974,20.19853761,0,8.605299251,0.702628059,2.35e-05
0.204968944,4592.090909,1.987966196,8579,323.875,1.279833542,1.412709846,-0.195926537,2.323593849,3.128395372,0.279503106,158.4444444,2.213090933,0.552795031,129.8156655,70.45227549,0.474703875,21.98257294,3.416526428,3.072359441,119.3372906,179.7431933,-0.986849803,1.89987191,143.8426479,0.599986859,4.629217343,2.396663532,22.55135223,0,8.200142134,0.935040813,2.54e-05
0.3125,2991.48,0.894677879,900,201.12,1.96706871,1.533689651,-0.725754382,2.223012108,3.121451964,0.1625,216.3846154,1.02350066,1.4875,87.03371203,57.67181647,1.719763723,17.90795026,7.419906742,-30.80483036,115.0393216,179.9274529,-0.808198829,-5.892269853,55.74709282,-0.115807271,2.981900738,-1.914369223,14.77703976,1,6.959217353,0.134583486,2.04e-05
0.106666667,9080.125,-0.086725287,15190,388.0,0.77505091,1.004192969,1.071607237,2.867820454,3.127615171,0.346666667,345.7307692,3.737932876,0.24,132.423218,65.89290287,0.428525032,8.311922947,1.822478293,40.45429575,134.1603669,179.2961444,-3.850278645,-0.721703019,10.14928808,2.484246517,7.78091668,2.670542744,30.37049944,1,7.921208623,0.351940011,6.4e-05
0.438888889,1970.012658,1.165924819,425,311.0128205,1.98718572,2.698846322,-0.119716481,2.253205465,3.139176836,0.044444444,101.0,0.36859452,1.366666667,112.1462075,62.63366287,0.926517771,17.37263463,4.918495204,-3.868176202,124.6086385,179.7614794,-1.235564378,-3.383579685,68.16289069,-0.007964951,6.642885686,0.572794062,46.06575397,0,18.86851986,0.72134589,3.3e-05
0.346938776,2683.441176,2.167904088,925,206.6363636,1.513130208,2.012184258,-0.614166222,1.842358827,3.13669123,0.030612245,56.66666667,-0.384900179,1.459183673,100.9721216,62.59334989,0.599123653,9.281902505,5.612723831,-7.729762842,106.6369956,178.5438638,0.701027772,-2.661262835,55.21847066,0.039662064,2.222306489,-0.275997344,15.52591792,0,22.95072685,1.217748584,3.63e-05
0.24,3910.222222,1.338377546,1224,284.3529412,2.292587124,2.107686317,-1.270757534,1.572287926,0.130230507,0.093333333,124.8571429,0.814262357,1.226666667,99.42422937,71.35938338,1.109571992,9.568713107,3.454081377,-1.08010711,108.3389736,178.9892112,-0.245265834,-1.956844714,31.9650829,-0.05782563,1.529914669,-2.931837268,2.486438466,0,21.96973134,0.96804342,3.43e-05
0.380165289,2384.717391,2.566555864,372,254.6666667,2.498247911,2.294347639,-0.572239558,1.996561278,3.140187769,0.099173554,286.5,2.215272641,0.537190083,148.4981967,86.09807044,0.660295734,17.94827642,4.737077831,-14.97261249,93.38325964,179.7144111,1.360976345,-1.796270547,91.0785906,-0.337989541,2.48113934,0.545619567,12.22453343,1,27.52765813,1.568978693,7.37e-05
0.344444444,2586.322581,3.362451612,22420,320.8196721,1.50022819,1.732903062,-0.292926204,2.004394557,3.127297094,0.111111111,162.55,2.491274093,1.022222222,108.8231136,66.71132981,1.425368334,18.17110076,4.231533077,-3.8602904,120.2488036,179.8835844,0.46569878,-1.285199431,114.0877772,0.209704542,8.759182219,2.029263454,71.57449967,0,18.27244152,0.725925548,1.38e-05
0.255813953,3572.886364,1.731870588,2034,337.0227273,1.776375935,2.275964054,0.032445217,2.129822389,3.135397893,0.052325581,89.77777778,0.645564359,1.529069767,76.976044,49.13690751,1.21131419,11.86737346,5.143668388,-4.433903155,103.6332087,179.3437275,1.059739791,-1.674159569,68.50879904,-0.363974232,4.951647419,-5.588090223,13.57969629,0,19.46026604,0.661722596,2.32e-05
0.482758621,1844.928571,2.837282122,949,219.7882353,2.418554557,3.258327313,-0.026000396,1.863528105,3.137452546,0.109195402,114.6842105,2.311101398,1.287356322,105.4588601,62.90197337,0.760746175,7.80596093,4.209842843,3.404852079,98.64989219,179.906215,1.183866598,-0.886514193,50.46573606,-0.206965328,2.204977644,-3.773876687,4.112922831,0,20.68155732,0.990110777,2.33e-05
0.301724138,3201.257143,1.98660146,10540,133.3235294,2.162702032,0.777332078,-0.484883878,2.307434976,3.134607564,0.112068966,107.3846154,1.061744393,1.413793103,108.0699729,63.95700272,0.916953388,3.493715064,1.21769325,-2.747541623,109.2514999,179.9583414,0.092769897,-0.535332753,13.19264156,-0.216780642,2.168189234,-5.890495228,3.045631045,0,20.60678879,0.687460956,2.62e-05
0.225165563,4035.794118,1.859583151,8200,420.8787879,2.013606705,0.852360785,0.209073428,2.057892662,3.12982459,0.052980132,127.875,1.142979695,1.052980132,105.7966715,60.97773893,0.680975785,18.77931549,4.59988387,1.922510149,106.6984652,179.3280136,-0.17743125,-1.235812849,112.2466507,0.065307888,9.221373708,6.122213309,96.19719561,0,24.78400811,0.984011391,6.03e-05
0.391304348,1817.365079,2.964567137,841,750.5079365,0.775136259,0.922126388,-0.019466098,2.168006968,3.132340535,0.080745342,139.0,1.080336706,0.931677019,140.1728692,78.53615141,0.484279211,19.54318179,2.469298833,4.601580417,101.0355763,179.9840617,3.183450226,-0.718844378,103.5824266,0.009993333,7.432743196,-0.906183493,35.10269666,0,17.59517464,0.4580042,2.85e-05
0.266666667,3597.65,2.063140132,1766,179.6315789,2.252046097,1.539350035,-0.356882574,2.015902271,3.110658646,0.066666667,223.8,0.802061224,1.093333333,101.9997885,52.56857691,0.812872019,9.240826276,4.969325372,-12.87607636,115.4668657,178.7471325,-0.087079754,-1.636271971,31.86296806,0.379880721,6.316369129,4.33989376,47.29499315,1,25.80883604,1.049615467,4.98e-05
0.538888889,1374.061856,2.125073095,322,482.9583333,3.20466292,1.435430978,0.023684584,1.901215406,3.128248487,0.072222222,79.92307692,0.872903358,1.105555556,133.9340877,57.36098726,0.708706549,17.98472111,2.461494279,4.189344119,115.7874552,179.9326877,-0.284030187,-0.418141636,71.24091997,-0.629638373,11.17173459,-0.5925416,45.75024724,0,8.988783086,0.818031402,2.2e-05
0.571428571,1395.517857,0.884216375,1935,361.5454545,2.965085247,1.492728409,-0.674457233,2.053632824,3.136472788,0.06122449,231.1666667,0.529035912,1.0,162.8516215,67.68580094,-0.195341264,16.4859881,3.911464776,-13.14123759,117.2708742,179.9708181,1.576299706,0.667886049,108.4981375,0.401776422,8.062150321,4.85710858,65.24709069,0,7.807711892,1.05005351,2.07e-05
0.613333333,1144.630435,1.555006892,1204,497.8666667,0.946817579,0.963143807,-0.293378733,2.164970177,3.137325525,0.053333333,85.75,-0.215727219,1.0,176.7735527,75.00391359,0.220205203,25.85757115,3.350348106,-15.46177278,113.8327104,179.4614567,0.385216026,0.181206127,147.3279473,-0.161661428,7.977381814,-2.503764898,24.84133012,0,7.577881065,0.786389999,1.37e-05
